factory_id,line_id,equipment_id,check_date,status,remark
F002,L2,EQ305,2024-05-28,이상 감지,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L3,EQ400,2024-05-08,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L2,EQ305,2024-05-27,오타잇슴,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L3,EQ101,2024-05-23,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L1,EQ400,,good,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F003,L2,EQ305,2024-05-19,양호,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L1,EQ203,2024-05-02,정상,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F001,L2,EQ101,2024-05-22,이상 감지,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L1,EQ203,2024-05-09,이상 감지,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L1,EQ203,2024-05-10,오타잇슴,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ203,2024-05-21,정상,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F002,L3,EQ400,2024-05-18,오타잇슴,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L1,EQ400,2024-05-01,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F001,L3,EQ400,2024-05-04,이상 감지,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ203,2024-05-24,good,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F003,L1,EQ305,2024-05-24,,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F003,L3,EQ400,,이상 감지,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F001,L3,EQ203,2024-05-18,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L2,EQ400,2024-05-17,이상 감지,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F002,L2,EQ400,2024-05-17,양호,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L3,EQ203,2024-05-28,양호,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L1,EQ101,2024-05-19,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F002,L1,EQ203,2024-05-21,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ400,2024-05-26,,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L1,EQ400,2024-05-27,양호,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L2,EQ400,2024-05-16,,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L2,EQ305,2024-05-22,정상,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L2,EQ101,2024-05-27,오타잇슴,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F003,L1,EQ203,2024-05-19,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L3,EQ101,2024-05-22,오타잇슴,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L2,EQ400,2024-05-16,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L3,EQ203,2024-05-10,good,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ203,2024-05-23,이상 감지,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L1,EQ305,2024-05-01,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L1,EQ101,2024-05-20,good,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L1,EQ305,2024-05-17,정상,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L2,EQ203,2024-05-18,양호,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L3,EQ101,2024-05-12,오타잇슴,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L3,EQ203,2024-05-24,양호,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L2,EQ203,2024-05-05,good,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F002,L1,EQ305,2024-05-07,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ101,2024-05-31,오타잇슴,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L1,EQ400,2024-05-21,정상,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L2,EQ400,2024-05-21,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F001,L1,EQ305,2024-05-13,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ101,2024-05-31,양호,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L3,EQ203,2024-05-01,,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F001,L1,EQ400,2024-05-14,good,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L2,EQ305,2024-05-30,이상 감지,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F002,L1,EQ400,2024-05-18,양호,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F002,L2,EQ203,2024-05-25,이상 감지,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L3,EQ203,2024-05-27,good,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L3,EQ400,2024-05-03,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F003,L1,EQ400,2024-05-01,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L1,EQ400,2024-05-14,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L1,EQ101,2024-05-01,정상,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L3,EQ305,2024-05-11,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L3,EQ305,2024-05-15,good,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F001,L2,EQ305,2024-05-21,이상 감지,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L1,EQ305,2024-05-19,정상,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L2,EQ101,2024-05-19,오타잇슴,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L1,EQ203,2024-05-18,이상 감지,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L2,EQ305,2024-05-04,good,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F002,L1,EQ400,2024-05-26,good,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L2,EQ400,2024-05-02,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L2,EQ400,2024-05-12,good,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L1,EQ305,2024-05-07,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F003,L2,EQ203,2024-05-06,,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L2,EQ305,2024-05-28,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L1,EQ400,2024-05-18,이상 감지,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L2,EQ400,2024-05-18,,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L3,EQ400,,good,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F003,L3,EQ101,2024-05-09,,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F001,L2,EQ203,2024-05-17,오타잇슴,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F003,L3,EQ203,,,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L1,EQ203,2024-05-10,오타잇슴,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L2,EQ101,2024-05-26,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L1,EQ101,2024-05-26,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L1,EQ400,2024-05-29,good,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L1,EQ101,2024-05-19,good,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L1,EQ101,2024-05-28,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L3,EQ400,2024-05-03,이상 감지,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L2,EQ203,2024-05-23,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ400,2024-05-25,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L3,EQ400,2024-05-29,,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F001,L2,EQ203,2024-05-19,정상,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ101,2024-05-27,정상,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L1,EQ203,,정상,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F003,L1,EQ305,2024-05-27,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L2,EQ203,2024-05-26,이상 감지,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L2,EQ305,,오타잇슴,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L3,EQ305,2024-05-15,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L3,EQ101,2024-05-11,,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L1,EQ400,2024-05-15,양호,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ203,2024-05-02,good,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L2,EQ305,2024-05-03,이상 감지,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L2,EQ305,2024-05-28,,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L2,EQ203,2024-05-22,오타잇슴,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L1,EQ305,2024-05-11,good,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L2,EQ101,2024-05-09,이상 감지,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L2,EQ203,,오타잇슴,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L3,EQ305,2024-05-03,,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L3,EQ400,2024-05-12,,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F003,L2,EQ101,2024-05-11,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L3,EQ400,2024-05-25,good,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ101,2024-05-13,오타잇슴,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F003,L2,EQ305,2024-05-29,정상,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L1,EQ203,2024-05-13,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F003,L1,EQ101,2024-05-21,정상,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L2,EQ101,,양호,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L2,EQ400,2024-05-12,양호,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L1,EQ203,,정상,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ203,2024-05-17,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L3,EQ203,2024-05-19,이상 감지,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L1,EQ400,2024-05-01,오타잇슴,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L3,EQ305,2024-05-09,오타잇슴,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L1,EQ203,,,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L1,EQ203,2024-05-01,정상,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L1,EQ305,2024-05-04,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L2,EQ101,2024-05-14,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L2,EQ305,2024-05-01,이상 감지,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ400,2024-05-23,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L2,EQ203,2024-05-31,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L3,EQ305,2024-05-03,오타잇슴,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L3,EQ101,2024-05-01,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F003,L3,EQ101,,오타잇슴,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L1,EQ400,2024-05-18,,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L3,EQ203,2024-05-02,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L3,EQ203,2024-05-31,양호,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L3,EQ400,2024-05-10,good,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F002,L2,EQ305,2024-05-07,오타잇슴,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F001,L3,EQ101,2024-05-09,정상,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F003,L1,EQ101,2024-05-18,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L1,EQ101,2024-05-05,good,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L2,EQ400,,good,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F002,L1,EQ203,2024-05-31,이상 감지,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F003,L1,EQ101,,good,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L3,EQ101,2024-05-17,이상 감지,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F002,L3,EQ101,2024-05-17,이상 감지,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L1,EQ203,2024-05-10,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L1,EQ305,,good,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F001,L2,EQ101,2024-05-09,정상,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L2,EQ101,,이상 감지,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F003,L3,EQ400,2024-05-07,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L2,EQ203,2024-05-01,이상 감지,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L3,EQ101,2024-05-31,이상 감지,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ101,2024-05-22,정상,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F003,L3,EQ400,2024-05-11,양호,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ203,2024-05-16,양호,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L3,EQ305,2024-05-02,,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F001,L1,EQ203,2024-05-13,good,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L2,EQ203,,이상 감지,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L3,EQ305,,정상,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L2,EQ101,2024-05-01,양호,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L2,EQ203,2024-05-03,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L3,EQ400,2024-05-04,오타잇슴,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F001,L2,EQ101,,이상 감지,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F003,L3,EQ101,2024-05-07,양호,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F001,L1,EQ203,2024-05-18,이상 감지,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L1,EQ101,2024-05-09,오타잇슴,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L3,EQ305,2024-05-13,정상,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L1,EQ101,2024-05-18,정상,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L2,EQ203,2024-05-07,오타잇슴,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L1,EQ400,2024-05-12,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F002,L3,EQ101,2024-05-09,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ400,2024-05-09,이상 감지,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F003,L2,EQ305,2024-05-08,good,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ101,2024-05-28,,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L1,EQ203,2024-05-08,,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F001,L2,EQ101,,good,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L2,EQ305,2024-05-12,good,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F001,L2,EQ203,2024-05-20,정상,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F001,L2,EQ305,2024-05-09,양호,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ101,2024-05-29,정상,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F003,L1,EQ305,2024-05-09,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F003,L2,EQ305,2024-05-22,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F001,L2,EQ400,,오타잇슴,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L1,EQ400,,,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F002,L2,EQ203,2024-05-13,,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L2,EQ400,2024-05-07,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F002,L1,EQ101,2024-05-13,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F003,L2,EQ203,2024-05-29,양호,냉각 시스템의 효율 저하로 설비 온도가 평소보다 3~5도 상승함. 냉각 계통 점검 필요.
F003,L3,EQ305,,good,"센서 노후화가 의심되며, 일부 센서값이 불안정하게 기록됨. 센서 교체를 권장함."
F001,L1,EQ305,,,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L3,EQ101,2024-05-27,,윤활유 점도가 낮아져 기어 마찰이 커지는 현상이 관찰됨. 즉각적인 유지보수가 요구됨.
F001,L1,EQ203,2024-05-30,정상,정기 점검은 완료되었으나 일부 배관 부위에서 유증기 누출 흔적이 관찰됨. 추후 모니터링 필요.
F002,L3,EQ400,2024-05-16,이상 감지,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L3,EQ101,2024-05-15,정상,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F002,L1,EQ400,2024-05-25,이상 감지,"이전 점검 대비 전류 소모량이 증가하였으며, 전기 계통의 부하가 높아지는 추세임."
F001,L1,EQ400,2024-05-25,,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F003,L2,EQ203,2024-05-12,양호,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L1,EQ305,,양호,"오염 누적이 많아 필터 교체가 시급하며, 공정 품질에 영향을 줄 수 있음."
F002,L3,EQ203,2024-05-06,양호,이상 없음. 모든 수치는 기준치 내에 있으며 설비 상태는 양호함.
F001,L2,EQ101,2024-05-01,정상,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F002,L1,EQ101,2024-05-10,이상 감지,센서 미응답 구간이 존재하여 일부 데이터 수집이 누락되었을 가능성이 있음.
F003,L3,EQ305,,,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
F001,L1,EQ400,,,"외관상 문제는 없으나 내부 진단 시 진동 수치에 이상이 있고, 이상 징후가 누적되는 경향 있음."
F002,L1,EQ400,2024-05-12,,"진동 수치가 기준치를 초과하였으며, 모터 베어링 쪽의 이상 징후가 감지됨. 정밀 점검이 필요함."
